@relation mp_clean


@attribute rate_ave numeric

@attribute rate_cnt numeric

@attribute popularity numeric


@data
3.57871,902,2.20347
1.73833,300,2.45056
2.77838,370,2.00374
3.32166,14669,4.20252
3.23855,262,0.00004
3.69479,1055,2.52063
3.21521,539,0.29435
3.54803,5549,1.77386
3.0235,234,0.13927
3.76126,4842,2.76818
3.09747,395,0.71541
2.82432,111,0.00468
2.6073,233,0.00735
2.55242,1488,3.71147
3.53431,510,1.47122
3.88991,1358,0.94114
3.45055,13559,10.1087
3.2859,4304,3.49663
3.23413,126,0.00531
2.83073,192,0.01594
3.14179,2077,1.10613
3.95493,2873,0.89329
3.00254,197,0.00369
3.3573,459,0.00212
3.80678,797,0.00186
3.20404,26230,25.056
3.883,6748,1.44591
3.45872,5778,17.4197
3.09447,6563,7.02592
3.23673,245,0.01034
3.74581,3045,1.96858
3.6422,654,3.27309
4.01642,17873,7.70849
3.64662,1862,0.00249
3.12168,10047,4.75537
3.00442,113,0.00146
3.81767,1245,3.00013
3.62189,402,0.0023
2.7563,15607,2.91642
3.6158,18372,10.6916
2.30814,11829,3.51688
3.08173,3334,2.69153
3.47934,484,0.05193
3.35385,130,0.02028
3.33242,24648,21.9612
3.44576,7854,3.79544
3.72288,590,0.00171
3.08691,1956,4.14157
2.88292,20696,9.02676
3.53464,332,0.00606
3.20029,16082,11.4632
2.51922,4266,7.28252
3.20675,607,0.93219
2.3097,134,0.00248
3.74222,30299,15.9355
2.98619,8978,14.682
3.17756,3382,1.37103
2.47644,5306,5.72918
2.15359,4294,6.46246
3.60553,687,1.96117
2.69311,8490,5.41159
3.0346,9378,5.70053
2.87501,9441,4.08934
3.57182,738,0.00172
4.09261,2165,2.12937
3.35,360,2.23809
3.84438,5385,16.3302
3.82254,3226,9.39181
3.79096,2545,9.50814
4.12551,2960,6.19925
3.98134,1795,2.95283
2.39773,308,0.00101
3.30627,2808,1.30366
2.87349,4055,9.10211
3.4488,1494,0.06836
2.5084,119,0.00006
3.39225,529,0.55382
3.72781,6297,6.06861
2.85522,335,0.65683
3.50192,261,0
3.79996,2442,7.25751
3.2734,9413,3.65201
3.23872,3236,0.2046
2.22587,974,2.51798
3.1527,573,0.01031
3.70516,2286,3.47921
3.00295,339,0.00006
2.90796,1005,0.00896
3.19817,328,0.07427
2.53552,183,0.00001
2.95067,223,1.125
3.67414,781,0.00352
2.94159,214,0.04071
3.28278,3043,1.38748
3.82927,9149,17.6839
4.05135,41820,14.3168
3.49139,13300,6.24313
3.57071,3097,2.0531
3.21296,270,0.80484
3.26207,290,0.00369
3.01536,293,0.00728
3.13759,705,4.08085
3.06139,11159,2.75851
3.00475,1686,4.7093
3.15622,2154,1.28599
3.32412,742,0.29601
3.17879,165,0.62683
3.53691,149,0.00144
2.48718,195,0.7413
3.5468,2372,0.78953
3.20399,451,1.22546
3.12535,355,0.0053
3.37628,683,0.75508
3.07265,117,1.24129
3.34139,476,1.72379
3.0813,123,0.87878
2.53444,392,0.42155
2.96109,1105,6.74884
3.98693,5969,1.45434
2.8932,1367,3.82236
2.63206,549,1.66117
3.7861,19839,9.73317
3.06896,4771,4.98398
2.65807,2287,3.45431
2.95925,3423,7.02479
3.77394,6580,11.5022
2.9031,1388,2.99217
3.61355,20546,5.24976
2.09678,1834,1.77796
1.79153,1192,2.59089
3.07641,301,1.75998
3.40159,879,0.85598
3.01355,2104,3.91766
3.34644,5366,5.26738
4.01413,13657,5.06598
2.863,5321,1.49749
2.46705,1821,2.56593
1.85338,1347,2.58155
2.57642,4547,7.75738
2.55477,283,0.3284
3.7945,1219,3.84389
3,334,0.98272
3.28014,141,0.00197
2.59822,1802,1.56482
1.85538,1013,1.59095
1.70383,758,0.34343
1.61587,479,0.3394
3.96258,3581,1.30148
3.59497,358,0.0023
2.99847,1960,6.68181
3.55479,146,0.00174
3.11556,8489,5.63966
2.48821,3138,3.98085
2.00811,987,0.12181
2.78781,1739,1.38504
3.46853,143,0.00143
3.28689,183,0.02354
3.2797,202,0.02243
2.3272,489,0.77544
3.25257,1364,0.1589
3.33173,208,0.00328
3.72249,209,0.0015
3.03106,5602,3.6942
3.51444,4709,5.13184
3.20379,422,1.51165
4.02237,1475,5.42607
3.0913,575,0.39796
3.2464,1599,0.0381
3.82258,372,1.21896
3.74754,406,0.00149
2.89706,204,0.00001
3.78382,1094,0.82062
2.84043,188,2.08626
2.35849,106,0.00005
2.77691,511,0.00423
3.57745,5042,2.94033
4.15782,48856,14.5343
4.11096,2280,0.78489
3.082,1994,4.66447
3.12395,2501,2.77065
2.58131,1070,6.2472
3.82961,4481,5.51789
3.10452,177,0.42025
2.98993,149,0.00148
3.60401,1447,0.07061
3.32592,2091,2.40789
2.36574,432,3.21324
3.57537,1340,1.10937
3.78297,9388,10.1165
3.55752,7267,4.18046
2.97059,221,0.00752
3.36596,470,0.00372
3.0919,2111,3.7937
2.74617,457,3.26874
3.06958,1739,1.50174
2.18182,198,0.06863
3.31888,1049,6.19544
3.23133,482,7.55858
3.19713,8923,3.41408
2.75973,1028,0.62596
3.43803,1904,0.01085
2.48397,312,0.0062
3.27083,576,0.00459
2.34321,405,0.76746
1.65948,116,0.22737
2.77253,1165,2.14914
3.3083,1964,0.21075
3.59393,13329,3.25059
3.38332,1427,0.77613
2.46333,150,0.76903
2.97929,507,0.30069
2.78493,544,0.02331
2.9633,109,0.0047
3.49731,186,0.04653
2.78902,692,1.74393
3.32859,703,2.17574
2.68533,920,1.34327
3.16784,1847,3.6909
2.53686,1153,2.28531
2.08936,761,2.76554
3.58882,152,0.00145
4.10232,1251,3.0274
2.42524,1759,5.16933
2.53341,1661,1.03332
3.79295,8981,7.2922
3.13208,106,0.00355
3.6282,3475,3.20007
3.21789,218,1.64517
2.35357,140,0.04071
3.49384,8932,3.26113
3.57207,21286,16.519
3.92986,3928,3.37777
3.94192,24046,12.9151
3.91542,2885,1.65094
4.11653,1077,1.10471
3.82649,2631,2.59706
3.63007,1676,2.84536
3.38043,138,0.00002
3.81812,2048,3.07187
4.03892,835,4.52935
3.31411,3728,0.46701
3.975,940,2.65242
3.31273,542,0.21951
3.50173,1445,0.79566
4.01223,368,0.65115
3.96348,1410,1.87934
3.6194,134,0.71555
4.11181,1431,0.66873
4.05132,1442,2.16004
4.07944,900,2.30705
3.89493,276,0.00005
3.47601,521,1.98614
3.9108,1037,1.90356
3.54237,2124,1.58115
2.9734,4267,3.59621
3.68428,1107,2.93205
3.82012,7872,2.56839
2.7953,149,0.00608
3.73054,2158,0.24789
3.73098,12211,16.0505
3.68823,7913,13.3234
3.67073,7913,14.9592
2.56886,4117,6.82685
3.92889,6933,10.0379
3.7322,1826,3.60047
2.52928,7410,15.1746
3.15495,939,1.32296
4.22352,43707,23.601
2.87626,1984,2.63147
3.30639,501,1.16841
3.21094,128,0.79131
3.08861,237,0.0023
2.02968,438,0.6286
3.94226,3888,2.97701
3.70473,867,0.06134
3.57558,9374,4.08037
3.84483,667,1.42028
3.94357,1329,2.90249
3.75564,2351,3.75653
3.89168,517,0.94318
4.01696,4069,2.53167
1.77693,659,0.76928
3.16616,653,1.98795
3.16846,3817,3.48256
2.71578,431,0.14359
2.91571,1044,3.15367
2.31994,336,0.21216
2.27604,192,0.43478
3.82442,729,0.99969
3.71284,148,0.13668
3.29737,14768,13.7689
2.45383,5566,7.54539
3.52144,22547,13.3203
3.61692,727,0.34599
3.44819,4237,8.85596
3.21117,4546,20.7613
3.49476,5344,9.52561
2.31643,207,0.63952
3.60894,4562,14.724
2.55773,3196,2.90022
3.39044,826,0.81432
3.9495,28553,7.93327
4.09864,10143,15.449
3.81984,383,0.0104
3.4116,181,0.33569
2.53696,1772,0.9574
3.30206,7376,6.82323
3.9081,9755,6.2608
3.90632,2135,0.00383
3.77254,732,0.00145
3.49713,349,0.12115
3.67102,1111,1.57944
2.88,475,2.25243
2.81445,256,0.00001
3.3258,1062,3.25095
3.18619,2809,3.41949
2.6813,706,2.45177
3.47448,2057,2.99803
3.85559,3902,1.16814
3.58776,6871,8.69786
2.55649,239,1.17023
4.1411,2314,5.51458
2.2947,1018,2.37271
3.63267,961,1.41543
3.06886,835,1.43325
4.19773,3697,3.71231
2.25916,355,2.58605
3.42903,1705,1.4712
3.39858,12202,13.3786
3.67609,4952,13.1711
4.05062,2598,0.24017
3.26612,1163,3.45247
3.97298,4163,3.40599
4.04254,623,1.40089
3.72128,10037,3.91279
3.16746,2093,2.04095
1.79536,496,0.00614
1.59762,420,0.71244
1.70378,238,0.0134
3.75064,3926,0.63288
3.22657,843,1.14805
3.43089,615,0.00246
2.51304,345,0.00518
3.11765,238,0.20474
2.67803,132,0.04658
3.02934,1278,2.13916
3.61111,16889,5.15604
3.06487,2790,7.32457
2.12423,1634,5.90861
3.46434,631,0.92021
2.95565,124,0.71683
3.76091,5544,2.65783
3.83959,1705,0.31747
3.90137,2910,6.4475
2.61047,1204,4.07275
2.17759,473,4.21647
3.66871,2039,4.38466
3.8936,2970,2.41596
3.86791,2449,3.29946
3.65587,247,0.04015
3.36361,3853,1.55445
3.73859,2674,0.15087
3.62891,9340,6.74598
3.34551,178,0.00446
3.7655,1484,2.4808
3.87275,1167,3.22026
3.5675,637,2.03709
4.04948,1162,0.00166
3.52589,811,0.20194
3.77314,1437,2.89672
3.54369,13767,11.7259
3.20589,9476,13.6355
4.00617,4620,4.27032
3.57684,462,1.20217
3.45801,5894,5.3525
4.00931,3597,3.005
4.12964,3367,5.44805
4.06667,1155,0.00044
4.05426,1373,1.55811
3.58865,141,0.01726
3.81129,1452,0.95121
3.7709,670,0.0882
3.99302,3869,3.35945
3.91729,665,0.00143
3.99822,1682,1.47872
3.79372,5318,0.35371
3.24325,1408,0.93149
3.68161,6302,4.37975
3.43447,13207,8.66518
3.59558,1517,0.88055
3.07952,415,0.73617
3.80534,5566,13.6899
3.74909,7385,4.36473
3.29126,103,0.16967
3.30132,8891,7.48172
3.59914,8357,8.00523
3.11765,357,3.99423
3.32701,211,0.00202
3.75038,1308,0.58284
3.44054,370,0.97782
2.67849,5880,5.37336
3.83344,24405,18.3915
3.22015,670,0.89568
3.29735,565,1.14906
3.45026,392,0.00223
2.94756,963,3.281
3.42547,161,0.01115
3.21382,152,0.13125
3.19032,155,0.00176
3.60387,1266,2.48346
2.97761,603,0.67694
3.25563,311,0.01986
3.6778,1797,0.96622
2.44613,1123,3.51205
3.47866,164,0.00165
3.61875,240,0.03159
4.13985,1641,2.33472
3.84704,1520,0.10913
3.25564,133,0.02165
3.21311,366,0.01232
2.90385,130,0.0015
3.57018,114,0.64666
2.98474,557,2.2142
3.41573,1157,0.00408
3.49265,204,0.09255
3.08721,258,1.08918
3.30798,1190,1.6223
2.62775,3777,3.86348
3.99004,22687,16.4133
3.69184,7871,4.556
3.59036,332,0.72185
3.9887,2831,1.74423
3.59938,1605,1.66247
3.41345,3911,1.64882
3.05273,3992,5.08685
2.90255,5418,9.65662
3.6178,382,2.88396
3.51743,4561,5.21267
3.85238,12285,10.2003
3.36294,197,0.05851
3.66372,1585,1.53469
2.568,375,1.27302
3.5489,1135,0.11078
3.70919,5703,8.1901
3.55979,1773,1.32991
3.81389,180,0.78221
3.19758,4545,7.63609
3.51805,8530,2.65332
3.58245,14766,6.27838
3.48171,14711,4.46278
2.85805,1342,3.78577
3.73754,5058,2.31366
3.50827,1632,2.14434
2.45067,375,0.62514
3.64145,1375,0.6421
3.90208,960,0.00318
3.46667,210,0.60969
3.34389,2162,1.14714
3.57032,5134,9.45294
3.67737,327,0.00145
3.51549,1905,0.27915
2.30209,1051,3.51679
3.68092,152,0.00145
3.46737,1241,2.67172
4.10072,2919,3.9018
3.13243,1261,2.36696
3.97069,4657,5.6875
3.38372,301,0.00837
3.88567,1172,0.40533
3.90768,2188,0.69841
3.6145,131,0.00005
3.60443,3366,5.82992
3.54827,1419,1.20427
3.39005,191,0.93405
3.00126,793,2.25762
2.75513,1901,1.53744
3.64648,8960,7.74921
3.4443,377,1.93435
3.4762,1891,2.68098
3.33726,424,1.29794
2.91597,119,3.99571
3.52278,461,1.12377
3.15116,172,0.15188
3.23222,2390,2.04158
3.62654,407,1.11762
3.67456,169,0.00002
3.56988,322,0.02407
3.9947,660,0.12694
2.67391,943,2.8973
3.65222,519,0.35066
3.85714,175,0.89741
3.12154,469,0.56433
2.35069,1296,1.99988
2.29717,212,0.01302
3.135,200,0.01115
3.61676,364,0.00225
2.5775,2716,4.01242
3.62284,1506,0.36431
3.73824,170,0.00422
3.78313,5040,4.33884
2.97673,7908,3.33848
2.55801,2870,3.24702
3.10359,2756,3.12905
3.43096,2904,3.06644
3.36566,1392,0.4517
3.74722,8084,5.16993
3.45779,13505,6.22706
2.92976,5581,6.64015
3.48564,11145,3.34361
3.60322,9959,4.71521
2.77879,6781,4.98757
2.90049,3648,4.9996
3.28041,3140,5.13513
3.7652,3026,3.23732
3.43488,2841,3.59545
3.48173,2354,5.0912
3.12333,6284,4.30974
2.91446,5331,2.21901
3.96863,2853,3.37489
3.75743,1548,1.29607
3.62414,4805,4.7233
1.78523,1930,1.8125
3.07255,3184,6.35267
3.36022,1531,1.35867
3.69101,3903,4.88031
3.30743,1332,3.89295
2.44669,6922,12.5071
3.06762,2869,2.36373
3.94377,8430,7.2508
2.92904,303,1.69381
3.6596,354,0.00216
3.51389,108,0.00338
3.61475,244,0.00006
3.01956,5853,3.6582
2.2497,845,0.52914
2.91447,912,5.61133
3.72682,399,0.20402
3.67593,108,0.87658
3.79111,1800,1.44145
3.49639,4844,2.53869
2.33518,901,0.26611
3.40115,7623,7.12983
3.34075,7507,6.09705
3.41756,279,0.00177
3.67732,313,0.00091
3.91216,370,2.30701
4.15044,2722,7.4197
3.15856,1192,0.00443
3.57229,166,0.01112
3.90358,1089,2.34447
3.68776,237,2.94042
2.29612,103,0.00002
2.66883,2464,2.80081
3.72123,7178,3.56719
3.28325,203,0.00249
3.16197,142,0.00296
3.53837,430,1.65528
2.70211,1091,0.69281
2.36894,969,3.88958
2.76113,988,1.75863
3.55739,758,0.00335
3.73089,4593,2.44245
3.79055,709,1.08259
2.32995,197,0.45333
4.01055,2892,3.61649
3.97407,270,0.00003
3.71151,643,4.02578
2.60381,289,0.72626
3.86528,965,3.57579
3.80463,1405,4.69532
2.40135,223,0.00018
2.86242,149,1.41714
3.23684,114,0.00176
3.93933,1335,0.75932
3.28571,105,0.00143
3.87108,892,0.0068
2.88288,111,1.44555
2.66201,7373,5.20217
3.19464,3635,10.3041
3.75328,533,0.7343
3.60344,2267,1.45518
4.01262,3288,0.50238
3.84528,5038,2.63995
3.67144,7825,4.56563
3.97167,7502,11.7085
3.76767,8477,4.23667
3.89259,1080,3.18648
3.98908,2198,10.3415
3.44335,203,1.99442
3.76381,362,0.84309
3.31193,327,0.31673
3.61297,239,0.00014
3.41667,348,2.98311
3.22749,211,0.00483
3.78756,579,0.56907
3.79879,1742,0.43688
2.60736,652,0.85128
3.65004,8468,9.14208
2.72052,1111,0.96452
2.68066,2037,3.1717
2.49231,130,0.3375
1.54832,238,0.00415
2.21368,709,1.63703
2.19755,1063,2.23465
2.34821,224,0.28972
2.64762,1199,4.29387
2.63603,272,0.1941
3.61224,7836,6.32999
3.61033,2479,0.88355
3.45196,2550,3.86063
3.05398,565,0.47981
2.67708,288,2.27354
2.22591,602,0.5
3.45113,133,0
2.56938,209,1.60928
3.3392,2158,2.11202
3.8318,761,1.04409
3.69595,444,0.37176
3.59386,16950,6.40531
3.11846,5618,16.2801
3.45164,1034,4.75126
3.31727,249,1.66638
3.99623,531,3.06849
3.61818,385,0.95744
3.58197,13286,9.5342
3.61833,1200,0.77987
3.80592,12121,2.64637
3.41511,966,0.01121
2.88624,356,0.47226
3.82672,6778,1.32302
3.282,461,1.3196
3.17168,1130,0.35908
3.28792,356,3.01739
3.08207,329,1.57089
4.11369,2630,0.00032
3.17408,1146,3.94331
2.42036,496,3.51092
2.2132,462,4.33474
1.87321,280,3.6642
1.89868,227,2.75562
4.21762,5080,3.37223
2.78941,812,2.87941
1.67254,142,0.57565
2.82553,5342,7.75386
2.51874,2855,3.44445
2.19732,2088,8.74235
3.20017,2970,5.0528
2.41379,174,0.00001
3.1549,1856,6.14971
3.17516,608,1.2633
3.53684,285,0.00891
3.72011,368,0.00683
3.66402,12157,7.95402
3.01227,163,0.00755
3.33583,6286,2.68466
3.85071,2733,0.9172
3.02399,4606,6.29638
2.5937,635,1.05904
2.75888,394,2.45796
3.86194,402,0.03279
3.14393,601,2.57158
2.72468,385,0.66069
3.50499,3108,1.60699
4.12559,4017,5.62018
2.24257,101,0.00011
3.45789,1116,1.26953
3.96093,1587,2.20532
4.1179,4118,3.92527
4.08676,1994,1.32296
4.06917,1012,2.09023
3.77688,14851,17.9919
3.5,115,0.195
2.90094,106,0.40407
3.91634,777,1.08251
3.67586,5405,2.84304
3.39203,2973,2.10319
3.24023,2048,2.18181
3.56989,3899,3.08747
3.43343,1044,0.92887
3.82905,16718,7.48795
3.21291,2130,3.30902
2.78631,2417,5.20477
3.62205,508,1.44697
3.17781,9066,10.1204
2.87308,130,2.32818
2.70455,220,0.00001
3.62939,1878,3.21207
3.23984,246,0.15
3.09268,410,0.00002
3.90085,3162,5.41187
3.74739,9479,12.7009
2.6332,747,0.00025
3.46994,948,0.3376
3.38908,577,1.18062
3.79172,2235,4.94967
4.01438,5494,4.73385
3.77241,2755,1.41588
3.24658,730,0.32819
3.89856,3273,3.51246
3.93241,3366,3.91761
2.8827,422,0.66951
3.55252,8996,4.6935
2.45906,513,1.19709
3.57049,2823,3.53592
3.30866,2621,3.93916
3.29297,256,0.00257
3.15026,1331,0.00323
3.67469,976,0.6602
2.9451,255,0.02907
3.30357,1064,1.15568
2.30357,140,0.00178
3.90267,1459,1.74582
3.30247,3121,3.13754
3.07078,1985,7.49058
3.58311,5288,1.96236
3.62325,14978,20.5811
3.0878,1754,0.94624
3.36965,1051,3.1084
3.06538,130,0.00007
3.10861,5101,3.12447
3.51096,9076,13.8311
3.45914,4320,1.59349
3.09253,281,0.10333
3.56972,1298,0.9906
3.74062,453,0.06231
2.94737,152,0.37803
3.89233,3757,2.75605
2.83296,452,0.00056
3.88217,3314,2.84596
3.76843,1546,2.57367
3.69765,468,0.84654
3.89257,1387,1.40775
3.75058,1712,0.8422
3.37634,1023,3.14704
3.86539,3759,5.77324
3.68556,9466,3.95275
2.79668,632,0.93434
3.42553,1081,2.50448
3.35073,7905,5.44317
3.65223,6510,4.28157
2.96261,682,2.04878
3.73555,346,1.41467
2.67296,159,1.43434
2.26837,449,5.06558
1.87828,1639,0.90239
3.31123,2013,2.35113
3.2786,1486,0.14988
3.43947,190,0.00485
3.18056,108,0.0015
3.54765,871,3.23752
3.192,625,0.09855
1.65212,378,0.00656
1.45322,171,0.00191
1.28767,146,0.00208
3.57172,1213,1.39086
2.50169,296,1.95056
3.95414,35271,32.2311
2.49065,321,1.03525
2.99487,195,0.00584
3.67144,907,3.06549
2.82597,543,4.51919
3.44545,110,0.00005
3.04511,266,1.7489
3.35849,212,0.5
2.87584,298,1.90809
3.26369,3049,1.32543
1.6223,4346,5.66649
3.27661,1381,1.6628
2.54438,338,0.71909
2.57801,423,0.0036
3.42959,1257,1.31742
3.57278,529,1.45317
2.71429,455,1.74417
2.7037,189,0.9008
3.60125,558,0.02202
2.93498,223,0.6392
3.88555,948,1.64249
3.23337,6312,1.60642
2.57619,105,0.32335
2.91667,120,3.5501
3.40278,144,0.00329
3.61671,347,0.00018
3.12465,2162,3.46251
3.1177,2570,11.3888
2.64514,1471,1.47401
3.16591,8107,5.61378
3.325,2140,2.1879
3.11498,287,0.10529
3.09562,251,0.00214
3.47241,145,1.66183
3.54955,333,0.91275
2.96197,17724,21.7493
3.30117,8711,9.88378
2.80742,283,2.24259
3.45136,627,0.42107
3.37021,339,0.00242
4.08872,2119,4.36911
3.73262,374,1.31083
3.41148,2858,10.0081
4.01088,919,1.77169
3.53393,4553,10.7694
3.74848,165,0.10325
3.16033,5046,9.20266
3.47995,4139,8.81157
3.30882,102,1.02009
3.31438,299,0.00669
3.81107,262,1.43019
2.42697,2718,7.74293
3.05213,1458,2.74814
3.00662,151,3.63987
3.78129,727,0.00369
3.81137,3703,4.12467
3.63265,343,1.41097
3.68672,399,0.85766
3.33117,154,0.29405
2.75904,664,2.2388
2.17391,345,0.00316
2.13567,328,0.25551
1.93478,230,0.10176
1.80856,222,0.01726
1.87353,170,0.02894
1.91197,142,0.00001
3.60957,3249,2.61875
2.50763,393,0.13392
3.86058,11257,9.48243
2.87216,880,0
2.33135,252,0.83354
2.55251,219,0.00002
3.79095,1978,1.76746
3.61344,2715,9.28016
4.05277,1554,1.7199
3.67426,439,0.93525
3.92317,436,0.00135
3.75392,319,0.81884
3.97098,4824,13.9519
3.59007,1510,5.36234
4.02655,5273,2.00167
3.32135,1892,1.52257
3.58825,2323,0.88578
3.2446,3982,3.38775
2.72624,2504,3.80483
2.05888,968,2.18939
2.07221,824,1.61785
2.53571,210,9.79384
2.38906,320,0.45507
2.78571,1176,3.8093
2.27296,392,1.25938
2.02969,320,0.91427
2.87234,423,1.42885
2.8598,5895,14.856
3.19724,7364,15.6023
3.41174,4158,2.68313
3.54283,1074,0.01508
3.15102,2354,0.22304
3.53133,9576,47.3122
3.62527,9583,29.1018
3.11205,5944,43.2269
2.69731,2121,11.5013
3.57808,2792,4.63186
2.9898,1862,5.52058
2.97828,1381,4.75799
2.38735,688,4.09208
2.24784,809,1.31147
3.14145,152,0.00003
3.22922,1516,1.07453
3.76952,397,0.0675
3.07589,224,0.00111
2.38942,312,0.08924
2.32533,229,0.00083
3.07791,10288,8.97527
3.35697,409,0.00327
2.99691,324,0.65522
3.6339,646,0.30481
2.59829,117,0.4154
3.57153,2146,1.92973
3.70108,833,0.45644
3.0869,397,0.01459
3.53525,1007,3.63388
3.62555,1127,1.98517
3.82651,830,1.57941
3.28078,1275,1.60409
4.07706,4023,3.53731
3.49345,229,1.21009
3.03924,395,2.0999
3.81347,1603,0.00093
3.6,295,0.39138
3.92166,4353,8.16666
3.94549,532,4.23014
3.76485,202,0.16159
3.44081,397,0.93033
3.97368,399,0.31848
3.45416,5399,7.88751
4.03184,2214,3.02947
3.89211,1863,3.39218
2.67436,628,0.99782
2.99586,4586,11.2844
3.27401,5956,6.52042
3.76517,379,0.42551
3.62544,845,0.23021
3.26336,131,0.01794
3.57291,17440,16.915
2.98514,8884,19.8378
3.47057,13963,14.4108
2.25362,1656,1.33073
3.07342,11360,4.51819
3.11523,256,0.19244
2.85109,413,0.93695
3.17429,175,4.14271
3.40951,1503,1.38708
3.66667,426,6.21121
3.4398,3430,5.97044
2.70756,1019,1.02501
3.06667,315,1.69749
2.50376,797,2.52518
2.13374,486,0.9387
2.1148,392,2.50104
3.40171,702,3.21696
3.34904,1305,1.35026
3.45156,609,0.63462
2.78713,707,0.69517
2.08764,348,0.68292
3.20796,113,2.4828
3.19925,133,3.03056
2.87748,151,0.36858
2.62121,132,0.03366
2.64407,118,1.04547
2.70968,155,0.00485
3.81187,2089,2.40804
3.12969,1519,3.47959
2.76222,9433,12.4857
3.3645,1989,0.99171
3.81409,511,1.9283
3.84675,1863,4.14859
4.01183,676,0.08346
3.34655,290,0.04941
3.10566,3762,8.46224
3.33077,260,1.5588
3.59071,28722,1.01933
3.26433,855,0.00197
3.50916,273,0.00384
3.08333,150,1.34716
2.27881,269,0.00552
3.22153,6857,7.05566
1.9553,1208,5.68861
4.04073,1780,4.13812
2.52953,1524,1.28385
2.24841,157,0.00175
2.99635,137,0.3367
3.13934,183,1.93138
3.16311,469,2.05711
3.875,264,2.48534
3.40235,6298,4.61524
2.95152,330,0.43832
4.03063,1828,0.00623
3.54562,2203,0.28353
3.50626,559,1.03425
3.97052,1730,4.55595
3.8169,284,0.00001
4.08259,1798,1.10942
1.80583,206,0.21755
2.28047,3093,4.88896
3.81488,605,2.0048
3.59405,420,0.00173
2.38437,1561,3.32281
2.73273,4372,6.20918
2.53901,7959,8.43418
3.09573,5688,4.16519
2.8,335,0.6224
3.66359,1626,1.08569
3.43791,153,1.31689
2.36449,321,0.73985
2.81835,545,0.67497
2.62718,916,1.89928
3.79738,2216,4.53266
2.75547,411,2.95479
2.46047,215,2.21483
2.49242,198,1.09123
2.59532,556,5.2049
2.76869,1712,1.73331
2.81271,299,4.74113
3.5301,3571,1.84993
3.24731,186,1.96693
3.02489,442,0.80041
2.7193,171,5.07891
2.91748,103,0.00352
3.73713,272,0.82404
3.72727,418,0.00188
3.5,1843,0.01218
3.64935,308,0.03873
3.65426,376,0.02275
2.61716,781,3.9876
2.97793,793,0.87043
3.63363,449,0.00144
3.14728,2940,7.11422
3.12373,295,1.23328
3.01683,9090,8.33332
2.52524,1565,2.18936
3.29229,999,0.00584
3.55685,8013,9.69558
3.1528,5095,4.38252
3.48643,221,0.08215
3.76925,1831,4.79093
3.74951,509,0.63337
3.58566,1360,1.23287
3.17788,104,0.00153
3.29358,109,0.82692
2.10697,1248,4.295
2.92121,1504,3.82187
3.0424,5000,3.82614
2.3418,256,1.47044
3.23709,213,0.14237
3.12981,208,0.00302
2.45621,1313,3.90088
2.95921,331,2.60467
3.18147,5045,2.23428
3.54688,160,0.00198
2.51601,812,3.41682
3.27013,1577,3.46011
3.83986,19967,7.78907
2.78049,451,2.15149
2.86538,156,0.16457
2.84311,784,1.10397
3.32955,264,0.00235
3.26103,136,0.00315
3.1734,421,1.9275
2.16239,1170,3.53225
2.80564,674,0.41033
3.83951,4047,5.89077
3.82621,11284,2.65755
2.4657,277,0.00408
3.12879,132,0.00143
3.44274,358,2.26457
3.51696,796,0.89145
3.78912,8168,6.64139
3.30246,2564,9.72199
2.93032,1306,4.85275
2.46654,762,3.6222
3.62094,339,1.25277
2.55414,157,0.00267
2.46032,126,0.00303
2.5442,362,0.23027
3.89834,1146,1.12413
3.285,600,0.86731
3.51301,1691,2.16766
3.41625,997,0.18962
3.91301,730,0.00674
3.27036,1093,2.37597
1.90407,172,0.00143
3.56658,1532,1.71322
2.13359,131,0.00146
3.52138,608,0.2842
2.93937,635,3.77845
2.19277,166,0.1317
1.84122,148,0.00008
1.61321,106,0.00122
1.93162,117,0.10125
1.675,120,0.0318
3.13624,756,0.20023
1.84755,469,0.10412
2.35921,1140,3.40676
3.5436,711,4.18785
3.45333,16714,12.3975
4.0292,15496,6.27948
3.54064,1341,6.26801
3.70601,233,0.00317
3.62571,2657,0.37011
2.26907,1403,1.5606
2.53425,1022,0.07862
2.3672,625,0.63606
2.98638,661,0.00008
2.02055,146,0.027
3.68121,3118,6.08993
2.90476,147,0.95163
2.25514,535,2.12927
1.56747,289,0.0015
3.32642,530,0.60641
3.51453,654,7.81519
3.67749,231,2.27292
3.78245,416,1.26105
3.79467,8238,5.08371
2.88396,4313,8.71286
3.3636,5810,4.91016
3.3186,215,5.14263
3.15806,155,0.03195
3.73293,3134,3.74303
1.99934,1512,1.95303
2.4537,270,0.72709
2.299,500,1.96719
2.80262,17398,13.6404
3.20402,3132,2.27315
2.49635,3286,11.744
3.62231,3667,4.4609
2.77042,3783,4.63648
3.41706,211,0.00182
4.04738,2997,1.46883
3.51066,4831,10.6802
3.61468,763,1.4706
2.9863,5184,7.02618
2.95792,1925,3.18176
2.90031,6184,15.6628
3.955,600,0.00234
2.5757,753,3.23702
2.4181,1746,7.6312
3.59942,855,15.9896
3.53743,2792,1.55224
3.4786,14184,13.0301
3.89334,26664,10.8111
2.08416,2228,2.12457
3.16714,2489,4.1997
2.85151,3603,3.12171
3.47249,618,1.22557
2.74837,153,1.48344
3.5728,7926,2.21094
2.86741,856,0.00124
3.25612,2044,7.35903
3.24568,3240,2.87746
3.71776,4916,7.57395
3.43909,4277,8.14064
