rate_ave,genres,rate_cnt,popularity,mid,releasedate
2.43779,Comedy|Family,852,1.11941,4477,7/22/1988
3.34032,Comedy|Drama|Romance,1121,0.7357,4478,3/25/1988
3.60496,Drama|Music,343,1.97965,4479,9/30/1988
2.69187,Horror|ScienceFiction,800,9.51286,4480,8/5/1988
2.72636,Drama,349,0.01233,4482,4/1/1988
2.11569,Comedy,765,2.5552,4483,7/22/1988
3.65984,Drama,244,0.00185,4484,3/13/2013
2.37633,Comedy|Romance,283,0.09358,4485,4/22/1988
3.33108,Drama,296,0.01067,4486,8/10/1988
2.79341,Drama|Romance,2396,5.77256,4487,7/29/1988
3.34158,Action|Crime|Drama,1092,1.70181,4488,4/15/1988
3.49806,Comedy|Romance,4628,7.83188,4489,6/28/1988
2.66207,Comedy,145,4.46358,4490,1/15/1988
2.72604,Comedy|Horror|ScienceFiction,814,7.30576,4492,4/11/1986
2.25068,Comedy|Horror|ScienceFiction,365,4.865,4493,4/29/1988
1.96196,Horror|Comedy|ScienceFiction,276,3.77419,4494,12/11/1991
3.63958,Comedy|Drama|Romance,566,0.03829,4495,9/16/1988
3.20358,Thriller|Mystery,587,1.27486,4496,3/18/1988
2.51977,Action|Comedy|Drama|Horror|ScienceFiction|Thriller,177,1.99379,4497,5/6/1988
3.15252,Action|Crime|Thriller,954,6.38284,4498,7/12/1988
3.68057,Crime|Comedy,4245,4.42516,4499,12/14/1988
1.97761,Action|Drama,201,1.79033,4630,6/2/1989
3.21429,Action|Adventure|Crime|Drama|Thriller,189,1.52631,4632,8/25/1989
3.1875,Comedy|Drama|Horror,224,0.22374,4633,1/27/1989
3.1519,Comedy|Adventure,237,0.00002,4634,9/22/1989
2.33293,Action|Adventure|Comedy|Drama|Romance,413,1.65672,4635,5/26/1989
2.39645,Action|Thriller,647,4.27598,4636,10/5/1989
2.185,Action|History|War,200,0.84364,4637,1/5/1989
2.6504,Adventure|Action|Thriller|ScienceFiction,7151,1.36389,4638,7/15/2001
2.85981,Comedy|Romance,4312,4.63251,4639,7/17/2001
3.5536,Crime|Drama|Thriller,597,4.49738,4640,9/9/2000
3.77723,Comedy|Drama,6224,3.62333,4641,6/16/2001
3.8019,Comedy|Music,2625,0.41152,4642,7/20/2001
2.74114,Thriller|ScienceFiction|Action|Adventure,9252,13.4986,4643,7/26/2001
3.75367,Drama|Comedy|Romance,613,1.83135,4644,3/3/2000
3.45755,Horror|Thriller|Crime|Mystery|Foreign,212,0.00227,4645,11/6/1997
3.64698,Comedy|Foreign,398,1.55249,4646,7/27/2001
3.391,Comedy,844,1.96563,4649,7/27/2001
1.96774,Horror|ScienceFiction,217,2.70462,4652,5/11/1989
2.93396,,106,1.1201,4653,8/24/1989
2.75499,Action|Thriller,1202,1.34771,4654,5/19/1989
3.67797,Drama|History,177,0.00804,4655,8/25/1989
3.63598,Fantasy|Drama|Horror|ScienceFiction|Mystery|Foreign,353,1.90264,4658,5/1/1989
3.21351,Drama|History|Romance,185,1.38591,4659,3/3/1989
3.49592,Drama|Crime|Mystery,1103,2.45661,4661,9/15/1989
3.1263,Action|Comedy,772,3.64722,4662,5/12/1989
2.45215,Comedy|Romance,209,0.00005,4663,4/14/1989
3.59687,Comedy|Drama|Foreign|Romance,480,0.19427,4664,10/27/1989
2.44349,Thriller|Comedy|Horror,292,5.65147,4665,10/27/1989
2.5625,Romance|Comedy|Drama,176,0.76846,4666,3/3/1989
2.12857,Horror|Thriller,140,0.49695,4669,11/3/1989
3.12672,Drama|Horror|Thriller|Mystery,363,0.291,4670,1/23/1987
3.30841,Drama|Comedy,107,0.00561,4671,9/28/1989
3.35755,Comedy|Romance,351,0.01328,4672,2/1/1989
2.75035,Action|Adventure|Comedy,2115,7.9383,4673,12/22/1989
2.81751,Comedy,474,0.15107,4675,1/27/1989
2.32375,Adventure|Comedy|Family,817,0.73542,4676,3/22/1989
2.89407,Action|Comedy|Thriller|Crime|Family,2714,3.62387,4677,7/28/1989
3.4729,Comedy,1937,0.11756,4678,7/21/1989
3.2789,Comedy|Drama|Family,2881,8.00062,4679,8/16/1989
2.94915,Comedy|Fantasy|Horror,236,0.92408,4680,9/17/1988
3.16919,Comedy|Drama|Thriller,2308,11.8817,4681,12/8/1989
2.79806,Action|Adventure|Fantasy|Horror,671,1.25246,4682,9/21/1989
2.82861,Comedy|Drama|Family,388,0.43403,4683,12/15/1989
2.45052,Fantasy|Horror|ScienceFiction,192,1.98944,4685,9/24/1993
1.99368,Comedy|Thriller,1029,1.42899,4686,7/9/1993
3.66763,Romance|Comedy|Drama,173,0.0029,4687,6/5/1963
3.64716,Western|Action|Drama|History,564,1.11631,4688,9/5/1991
3.17672,Drama|Crime|Romance,580,0.52126,4690,12/14/1984
2.32524,ScienceFiction,103,0.01263,4691,3/15/1985
2.96629,Comedy|Drama,356,0.0032,4692,3/9/1984
3.53982,Action|Comedy|Drama|Horror|ScienceFiction|Thriller,113,0.72983,4695,1/1/1978
2.92593,Action|Comedy,432,0.01268,4696,7/17/1981
2.82268,Horror|Comedy,313,3.52008,4697,4/14/1982
2.91163,Drama|Mystery|Romance,843,3.70182,4699,8/3/2001
3.1435,Comedy|Family|Romance,3021,14.7901,4700,8/3/2001
3.22602,Action|Comedy|Crime|Thriller,5858,5.41206,4701,8/3/2001
3.71023,Drama,1936,0.02556,4703,5/18/1988
3.54893,Action|Adventure|Comedy,327,2.18623,4704,6/19/1962
3.78627,Comedy,903,1.96333,4705,10/25/1978
3.08287,Comedy,181,0.00003,4706,12/10/1980
3.75,Music|Drama|History,194,0.00144,4708,1/1/1967
3.21043,Drama|Action|Comedy|Western|Music,575,2.17788,4709,10/15/1969
3.6802,Action|Adventure|Drama|Western,702,0.44167,4710,8/11/1976
3.78458,Documentary|Music,253,0.00143,4711,1/29/1994
3.71959,Drama,148,1.94227,4712,2/26/1970
3.48264,Thriller|Drama|Fantasy|ScienceFiction,1555,2.16347,4713,12/25/1980
2.8265,Action|Adventure|Comedy,585,2.20488,4714,12/17/1980
2.875,Horror,124,0.21341,4715,7/31/1980
3.09746,Action|Comedy,118,0.74676,4717,9/10/1980
2.97276,Comedy|Romance,8883,15.0245,4718,8/6/2001
2.87351,Adventure|Animation|Action|Comedy|Family,1174,8.23515,4719,8/7/2001
3.70665,Horror|Drama|Mystery|Thriller,10438,12.6971,4720,8/10/2001
2.87333,Action|Western,450,1.38322,4721,8/17/2001
3.46111,Comedy|Romance,180,0.01682,4722,3/7/2001
3.50666,Crime|Drama|Mystery,826,0.20471,4723,1/21/2001
3.36059,Horror|Mystery,1015,1.1,4725,8/10/2001
2.85434,Drama|History|Romance,1095,1.39436,4727,8/17/2001
3.12341,Adventure|Comedy,3529,2.41633,4728,7/30/2001
3.51429,Drama|Comedy|Foreign,140,0.00966,4729,7/5/2000
3.48684,,152,0.00396,4731,9/8/2000
2.59126,Adventure|Comedy|Drama|Romance,904,2.19877,4732,8/24/2001
3.21642,Comedy|Crime|Mystery|Romance|Thriller,1236,1.96103,4733,8/5/2001
3.289,Comedy,6493,4.53523,4734,8/24/2001
2.32375,Action|Horror|ScienceFiction,1339,4.03041,4735,8/24/2001
2.47917,Drama|Comedy|Romance,552,1.10208,4736,8/22/2001
3.56145,Drama|Family,179,2.38414,4737,6/22/2001
3.63779,Comedy|Fantasy|Romance|ScienceFiction,479,0.17677,4738,1/25/2000
2.97154,Comedy|Romance,123,0.81644,4740,6/2/2000
3.87105,Drama|Comedy|Romance,981,2.07085,4741,8/25/2000
3.4666,Comedy|Drama|Horror|Romance,524,0.05763,4743,8/21/2001
2.58813,Horror|Thriller,1912,7.24982,4744,8/31/2001
3.07935,Drama|Romance|Thriller,920,2.25083,4745,8/31/2001
2.31325,Adventure|Action|Family|Comedy,1087,1.89847,4748,8/7/1992
1.9375,Adventure|Action|Comedy|Family,640,1.38292,4749,5/6/1994
1.81059,Adventure|Action|Comedy|Family,491,1.54125,4750,4/7/1995
2.81982,Horror,111,0.77552,4752,12/26/1980
2.5678,Comedy|Horror,118,0.25164,4753,7/18/1986
3.71271,Horror|Thriller|Mystery,1636,3.54684,4754,12/1/1973
2.6063,Action|Adventure|Drama,762,4.65448,4756,9/7/2001
2.96634,Music|Drama|Comedy,1322,5.67459,4757,9/4/2001
2.38431,Drama|Horror|Mystery|Thriller,255,1.41807,4758,9/7/2001
2.95185,Comedy|Romance,135,1.3047,4759,9/7/2001
3.53358,Drama|Thriller|Mystery,134,0.00174,4761,1/1/2000
3.60417,Drama,504,0.00893,4765,1/20/2001
3.08594,Crime|Drama|Romance,128,0.13785,4766,9/1/2000
3.0964,Comedy,389,0.02957,4767,6/1/1955
3.62252,Crime|Drama|Mystery|Thriller,151,0.69004,4768,4/27/1922
3.83755,Documentary,237,0.00292,4769,9/6/2000
2.82834,Action|Drama|Horror|Mystery|Thriller,935,1.97603,4770,9/14/2001
3.07634,Drama,465,2.14671,4771,9/14/2001
3.63834,Drama|Action|Thriller,253,0.00731,4772,9/1/2000
3.04494,Comedy,178,0.0036,4773,9/7/2001
3.24034,Action|Comedy|Thriller,595,3.49409,4774,4/5/2002
1.1402,Drama|Romance,699,0.06271,4775,9/21/2001
3.68222,Action|Crime|Drama|Thriller,8421,9.51908,4776,10/5/2001
3.34783,Action|Comedy|ScienceFiction|Music,115,0.00966,4777,1/1/2001
3.5,Documentary,113,0.00393,4779,1/20/2001
3.35915,Drama,142,0.00355,4780,9/4/2000
3.17548,Comedy|Drama|Romance,473,0.93394,4782,11/23/2001
3.96667,Documentary|History,660,0.01358,4783,9/2/2000
3.60626,Drama|Romance,767,2.00621,4784,8/28/1981
3.61397,Action|Drama|Western,136,1.9883,4785,11/19/1968
3.26481,Horror|Mystery,270,2.0232,4786,6/15/1973
3.47575,Drama|Family,1402,0.62726,4787,9/6/1991
3.76073,Drama|Comedy|Romance,303,1.19284,4788,2/11/1980
3.23585,Comedy|Fantasy|Horror|Thriller,318,0.87149,4789,10/31/1974
2.90511,Action|Drama|Western,137,0.11591,4790,6/28/1976
2.85081,Horror,801,0.00548,4792,8/5/1960
3.46067,Foreign|Horror,178,1.24871,4794,12/19/1987
3.73292,Comedy|Romance|Adventure,644,2.23013,4795,10/12/1964
3.7931,Comedy|Romance,348,0.23945,4798,5/20/1958
3.51415,Comedy|Adventure|Action|Crime,1696,4.31046,4799,11/7/1963
3.15489,Action|Adventure|Drama,184,0.00174,4800,1/1/1937
3.84906,Romance|Drama,318,1.11022,4801,8/20/1941
3.62301,Action|Comedy|Romance,691,2.40341,4802,12/5/1959
3.54417,Crime|Drama|Romance|Thriller,883,2.63366,4803,11/3/1971
3.39375,Drama|Action|Comedy|Crime,160,0.73673,4804,12/19/1961
3.9712,Drama|Foreign|War,191,0.01784,4806,10/8/1965
2.33099,Comedy|Romance,142,0.01413,4807,3/25/1983
3.09406,Thriller|Drama|Mystery,606,2.6876,4808,2/5/1993
3.68019,Drama|Thriller,1171,2.56772,4809,12/14/1983
3.51593,Drama|Music,408,2.2779,4811,9/14/1979
2.80466,Adventure,773,1.27845,4812,6/6/1986
3.49855,Action|Fantasy|ScienceFiction|Thriller,345,1.3306,4813,8/1/1951
3.11171,Thriller,1665,3.85528,4814,9/28/2001
3.29984,Drama|Mystery,1239,0.44188,4815,9/7/2001
3.25133,Comedy,7872,6.74405,4816,9/27/2001
3.22174,Comedy|Crime|Drama,115,0.02593,4819,10/10/2001
3.19225,Mystery|Thriller|Drama,1225,4.06338,4821,10/5/2001
2.4316,Comedy|Family|Fantasy|ScienceFiction,212,1.40634,4822,10/5/2001
3.3219,Comedy|Romance,3543,2.7706,4823,10/5/2001
3.61789,Documentary|Music,123,0.00305,4824,10/14/2000
3.54782,Action|Drama|War,596,1.93301,4826,7/18/1980
3.50104,Crime|Drama,482,0.88113,4830,6/20/1980
2.12288,Comedy|Music,118,0.00005,4831,6/20/1980
3.59178,Horror|Thriller,572,1.42545,4833,3/27/1980
2.838,Action|Adventure|Comedy,500,6.66466,4834,7/18/1980
3.65178,Drama|Music,1209,0.99954,4835,3/7/1980
3.42896,Drama|Romance|Music,183,0,4836,12/3/1980
2.82227,Action|Drama|Mystery|Thriller,211,0.50043,4837,12/6/1980
3.66977,Drama|Romance|War,215,1.09964,4840,9/17/1980
3.40504,Adventure|Action|Thriller|Foreign,258,1.23984,4842,12/17/1980
3.3681,Action|Comedy|Crime|Romance,2536,5.18116,4844,10/12/2001
2.11724,Action|Comedy|Crime,789,1.54485,4845,10/12/2001
3.71689,Action|Crime|Drama,1374,0.47854,4846,9/3/1993
3.22857,Drama,280,1.65438,4847,3/7/2001
3.8213,Thriller|Drama|Mystery,9692,10.1339,4848,5/16/2001
3.53107,Comedy|Drama|Romance,354,0.0458,4849,1/18/2001
3.18898,Action|Animation|ScienceFiction,254,0.14668,4850,9/4/1998
2.08962,Action|Horror|Thriller,212,0.1154,4852,10/26/2001
3.77857,Action|Crime|Thriller,5862,8.87973,4855,12/22/1971
3.88394,Drama|Music|Romance,3145,2.79997,4857,1/1/1971
3.00191,Drama|Thriller,523,1.96473,4862,1/11/1991
3.65613,Comedy|Crime,253,0.03552,4863,10/4/1974
3.21951,Documentary,123,0.00405,4864,4/1/1995
3.33852,Horror|Mystery|Thriller,4660,8.00886,4865,10/19/2001
3.38853,Action|Drama|Thriller,1561,2.59713,4866,10/19/2001
3.01278,Comedy|Drama|Romance,1604,1.89029,4867,10/19/2001
2.91393,Action|Crime|Drama|Foreign|Thriller,122,0.07086,4868,11/1/1999
2.48667,Drama|Mystery,150,1.10757,4870,9/14/2000
3.42708,Drama,240,0.00591,4871,10/19/2001
3.19948,Drama|Foreign,193,1.68369,4872,1/20/2001
3.84421,Animation|Drama,3187,1.24987,4873,1/23/2001
3.48994,Drama|ScienceFiction,6609,12.7221,4874,10/22/2001
2.65284,Horror|Thriller,1953,11.6447,4876,10/26/2001
3.23636,Comedy|Drama|Foreign|Romance,110,0.3141,4877,11/9/2000
4.01227,Fantasy|Drama|Mystery,19803,24.9472,4878,10/26/2001
3.73062,Drama,2502,1.07773,4880,10/25/2001
3.77215,Crime|Drama,4323,3.774,4881,5/13/2001
3.39381,,113,0.00299,4884,12/6/2001
2.79447,Mystery|Thriller|Crime,506,0.84056,4885,10/30/2001
3.87838,Fantasy|Animation|Family|Comedy,25760,32.4182,4886,11/1/2001
2.91971,Action|ScienceFiction|Thriller,2491,5.04179,4887,11/2/2001
3.59293,Drama,651,0.77307,4888,1/26/2001
3.40295,Action|Crime|Drama|Thriller,1896,2.70372,4889,11/9/2001
2.86876,Comedy|Romance,5071,13.699,4890,11/1/2001
3.16284,Horror|Thriller,218,1.88839,4893,10/26/1979
2.672,Action|ScienceFiction|Western,125,2.3989,4894,12/11/1982
2.53782,Action|Comedy,119,0.14483,4895,11/16/2001
2.70513,Comedy|Drama,117,0.00407,4897,2/11/2001
2.94959,Comedy|Crime|Thriller,605,0.35632,4898,11/23/2001
2.35847,Adventure|Comedy|Fantasy,968,4.48124,4899,11/21/2001
3.125,Comedy,280,3.82814,4900,11/21/2001
3.6125,Action|Crime|Thriller,5720,7.57049,4901,11/18/2001
3.73766,Fantasy|Drama|Horror|Thriller|ScienceFiction,1418,3.93654,4902,4/20/2001
3.69872,Drama|Thriller,2652,0.4029,4903,11/23/2001
2.7291,Comedy|Family|ScienceFiction,323,0.01029,4909,1/30/1981
3.04643,Fantasy|Comedy,700,1.27297,4911,3/28/1977
3.54949,Drama|Comedy|Music|Romance,879,1.01937,4912,9/19/1968
3.99004,Crime|Drama,1757,3.2171,4914,3/16/1960
2.86424,Action|Fantasy,906,1.98967,4915,8/20/1982
3.53327,Action|Drama|History|War,526,2.58257,4916,6/17/1976
3.06944,Drama|History,108,0.00148,4917,7/1/1977
3.68452,Action|Drama|War,168,1.9343,4918,4/2/1958
3.33846,Action|Thriller,260,2.76467,4919,4/10/1985
3.98857,Drama|Romance,481,0.12084,4920,10/31/1942
3.61682,Drama|Family|Romance,642,0.72296,4921,11/24/1933
3.01709,Comedy|Thriller|Crime|Mystery,117,0.06301,4925,6/23/1978
3.70946,Drama|Thriller|Mystery,222,0.07767,4927,12/15/1977
3.98407,Comedy|Drama|Romance,659,1.01446,4928,8/16/1977
2.72621,Comedy|Family,725,2.20908,4929,12/10/1982
3.7013,Thriller,154,0.46974,4930,12/22/1966
3.47336,Horror|Thriller|Mystery|Romance,657,5.16492,4932,6/3/1980
2.70149,Action|Thriller|Crime|Drama,134,0.5666,4934,9/10/1980
3.2791,Drama,1306,1.36606,4936,5/16/1980
3.38674,Action|ScienceFiction,543,5.85415,4939,8/1/1980
3.06351,ScienceFiction,1740,6.33233,4941,12/5/1980
2.07914,Horror|ScienceFiction,139,0.20496,4944,6/29/1977
3.47837,Action|Crime|Thriller,624,5.42238,4945,12/21/1976
3.23163,Drama|Action|Crime|Thriller,449,2.25229,4947,12/20/1977
2.24872,Action|Thriller,195,1.89557,4949,9/27/1985
2.72589,Action|Thriller|Drama|Western|Crime,197,1.90106,4950,4/14/1983
3.25484,Adventure|Drama|Thriller,1344,3.53856,4951,3/16/1990
3.56914,Music|Comedy|Crime,2090,3.67604,4954,8/10/1960
3.73246,Action|Comedy|Drama|Thriller,684,0.01358,4956,6/27/1980
3.22568,Action|Crime|Thriller,627,9.44465,4957,12/8/1983
3.22554,Action|Drama|Thriller|War,3066,12.992,4958,11/17/2001
2.88889,Drama|History,162,1.22678,4959,11/20/2001
3.2148,Documentary,277,0.02807,4961,1/1/2001
2.5375,Action|Adventure|Drama|Western,120,2.04108,4962,11/30/2001
3.79316,Thriller|Crime,24729,28.3685,4963,12/6/2001
3.50407,Drama|Foreign|Romance,123,0.0064,4964,1/31/2001
3.31268,Drama|Thriller,355,0.00318,4965,1/19/2001
3.59385,Drama|ScienceFiction|Thriller,602,1.38465,4966,2/22/1957
3.96494,Drama|Action|History,1954,0.97272,4967,12/7/2001
3.89029,Crime|Mystery,793,1.11265,4969,10/31/1945
3.87893,Drama,1082,1.98666,4970,4/1/1930
3.10638,Comedy|Drama|Romance,705,2.77296,4971,6/4/1984
2.95906,Comedy|Romance,171,0.11541,4972,1/1/1970
4.1821,Comedy|Romance,26213,10.8343,4973,4/25/2001
2.68175,Comedy,2586,7.02838,4974,12/7/2001
3.36726,Drama|Mystery|Romance|ScienceFiction|Thriller,8927,11.3933,4975,12/10/2001
3.54658,Drama|Romance,805,0.58494,4976,12/14/2001
3.5,Drama|Foreign,247,0.75634,4977,5/11/2001
3.82916,Crime|Drama|Mystery|Thriller,1437,1.33143,4978,10/4/2001
3.76566,Comedy|Drama,13043,7.33535,4979,10/5/2001
2.96367,Adventure|Fantasy|Comedy|ScienceFiction|Family,3757,3.01226,4980,7/19/1991
3.41731,Comedy,387,0.09629,4981,3/1/1986
1.89474,Adventure|Fantasy|Action|Comedy|ScienceFiction,190,0.28363,4985,8/17/1984
2.45226,Adventure|ScienceFiction,199,0.69328,4987,5/20/1983
2.88862,Comedy,615,4.66433,4989,12/17/2001
2.94908,Adventure|Fantasy|Animation|Action|Comedy|ScienceFiction|Family,1139,5.46841,4990,12/21/2001
2.7675,Comedy,400,2.174,4991,12/21/2001
3.13804,Fantasy|Comedy|ScienceFiction|Romance,3086,2.21335,4992,12/25/2001
4.12811,Adventure|Fantasy|Action,41317,38.9464,4993,12/19/2001
3.19843,Drama|Romance,1973,2.52281,4994,12/21/2001
3.931,Drama|Romance,23603,22.068,4995,12/12/2001
3.65848,Fantasy|Drama|Horror|Comedy|ScienceFiction,224,0.70973,4996,1/25/2000
3.80094,Drama|Thriller,319,1.91984,4998,8/14/1958
3.90256,Drama|Romance,195,0.00753,4999,9/23/1936
3.50769,Drama,130,0.0021,5000,8/27/1969
3.59111,Action|Adventure|Drama|War,225,2.44929,5001,11/11/1943
3.1022,Animation|Comedy|Drama,455,0.60758,5002,4/12/1972
2.79706,Animation|Comedy,170,0.30113,5003,9/18/1974
3.75909,Comedy,770,3.99632,5004,4/4/1968
3.69551,Drama|Romance,156,0.08369,5005,12/18/1958
3.67647,Adventure|Comedy|Crime,340,0.70968,5007,9/2/1964
4.10151,Drama|Mystery|Crime,1719,4.25954,5008,12/17/1957
3.18825,Drama,1923,3.82257,5009,12/11/2001
3.68809,Action|History|War,10636,16.203,5010,12/28/2001
3.23556,Drama|History|Romance|War,329,0.93203,5011,12/17/2001
2.89076,Music|Drama|Romance,563,0.89183,5012,11/18/1983
3.62303,Drama|Comedy|Thriller|Mystery,6803,3.19502,5013,11/7/2001
3.59065,Drama,3337,3.57947,5014,12/28/2001
3.51012,Drama|Romance,5632,8.84147,5015,11/11/2001
3.36833,Drama|Romance,1405,1.24361,5016,12/18/2001
3.98864,Crime|Drama,660,1.50897,5017,10/14/1953
3.68546,Comedy|Crime|Mystery|Thriller,949,2.64731,5021,6/23/1976
3.95022,Drama,231,0.62033,5022,11/1/1963
3.55102,Drama,245,0.00259,5023,5/13/1992
3.12182,Comedy|Drama,2434,5.74343,5025,1/10/2002
3.46638,Adventure|Horror|Action|History,3019,8.78364,5026,3/20/2001
2.74266,Thriller|Action|Comedy|Crime|Drama,1261,3.60899,5027,6/8/1990
3.21756,Drama|Romance,131,0.05,5028,5/15/2001
2.90083,Mystery|Thriller,121,1.25359,5029,3/4/1994
3.21483,Drama|Action|Thriller|Romance,391,3.39734,5033,12/19/1990
3.76739,Fantasy|Drama|Comedy|ScienceFiction|Romance,963,0.00019,5034,11/10/1990
3.29528,Drama|Romance,127,0.32076,5035,12/23/1970
3.10515,Comedy|Drama|Romance,233,0.90305,5036,12/15/1978
3.71859,Animation|Fantasy|Family,199,0.17757,5038,8/17/1982
3.31277,Fantasy,940,0.5832,5039,6/26/1981
2.82773,Adventure|Fantasy|Action,1875,8.33574,5040,6/29/1984
3.10274,Fantasy|Animation|ScienceFiction,146,2.64875,5041,8/26/1983
3.15533,Action|ScienceFiction|Thriller,647,5.86883,5046,12/3/2001
2.73433,Action|Comedy,1404,1.62825,5047,1/25/2002
2.31202,Adventure|Comedy|Family,657,1.79615,5048,1/18/2002
3.49489,Thriller|Action|Comedy|Crime|Drama,4012,7.67137,5049,12/9/1982
3.58545,Comedy|Drama|Romance,1024,2.1341,5051,12/7/2000
2.23535,Action|Adventure|Comedy,495,0.00718,5053,8/19/1994
3.46401,ScienceFiction|Thriller,639,1.2701,5054,9/30/1983
3.47515,Drama|Action,1992,2.12843,5055,5/7/1993
3.95388,Drama|Foreign|History,412,0.03761,5056,11/1/1974
3.91317,Documentary|Foreign,334,0.00355,5059,12/1/1997
3.88671,Comedy|Drama|War,13434,7.94578,5060,1/25/1970
3.05556,Drama|Romance,126,0.01395,5061,12/26/1984
3.81146,ScienceFiction|Thriller,419,1.40162,5062,10/5/1966
3.34783,Western|Action,161,0.58671,5063,3/30/1961
3.79179,Action|Adventure|Drama|Thriller,5552,4.67772,5064,1/23/2002
3.07817,Drama|Mystery|Thriller|Horror,2808,2.35811,5065,1/25/2002
3.39576,Drama|Family|Romance,1698,6.96884,5066,1/25/2002
3.38509,Drama,161,0.52649,5068,2/17/2001
3.75926,Drama,135,0.0023,5071,1/1/2000
3.59357,Animation|ScienceFiction,1539,2.09254,5072,5/26/2001
3.61529,Drama,425,1.64167,5073,3/9/2001
3.45293,Comedy|Drama,903,1.42667,5074,11/8/2001
3.52163,Comedy|Drama|Horror,208,0.00225,5075,1/1/2000
3.08176,Action|Adventure|Drama|Family,477,0.49382,5076,4/2/1993
3.10401,Comedy|Romance,274,0.25478,5077,2/10/1989
3.00699,Drama|Romance,143,3.96287,5078,11/21/1984
2.78758,Comedy|Romance,499,2.54105,5080,2/1/2002
3.10408,Comedy|Thriller|Crime,687,1.10094,5081,9/6/2001
3.44715,Drama|Music|Romance,123,0.00438,5085,10/27/1954
3.32759,Horror|Drama|History,174,0.91751,5090,12/19/1956
2.73623,Comedy|Family,817,4.72443,5092,2/8/2002
2.59914,Action|Thriller|Drama,1634,5.1565,5093,2/8/2002
1.88069,Action|ScienceFiction|Thriller,922,3.62736,5094,2/8/2002
3.44639,Comedy|Crime,429,0.02577,5095,3/15/2001
2.3555,Action|Adventure|Comedy|Family,564,6.57044,5096,7/1/1994
3.32918,Drama|Family,401,0.03176,5099,10/15/1937
2.62376,Comedy,101,0.02994,5100,12/18/1983
3.62876,Comedy,299,0.00017,5101,10/28/1983
2.76594,Comedy|Family,831,2.51564,5102,7/7/1993
3.67012,Comedy|Family,3618,1.88701,5103,4/7/1993
3.71765,Thriller|Drama|Horror,827,3.39271,5105,12/3/1973
1.86016,Action|Adventure|Comedy|Drama|Family|Music|Romance,994,1.04541,5106,2/15/2002
3.17689,Drama|War,1125,7.41016,5107,2/15/2002
3.36381,Drama|Thriller|Crime,1810,6.14598,5108,2/15/2002
2.75,Adventure|Fantasy|Animation|Family,374,6.42485,5109,2/14/2002
3.54899,Comedy|Crime|Mystery,2919,2.3532,5110,1/18/2001
2.8977,Drama|Horror|Thriller,782,2.43798,5111,9/24/1993
3.57903,Comedy|Drama|Foreign,310,2.14604,5112,9/10/2001
3.875,Romance|Drama,264,6.27654,5114,12/25/1952
2.92949,Comedy|Drama|Music|Romance,234,0.71238,5117,3/15/1975
3.42093,Comedy|Romance,215,0.0009,5118,12/17/1972
3.88601,Drama,193,0.34976,5119,8/29/1960
3.95087,Thriller|Mystery,1374,1.80542,5120,12/10/1972
3.96037,Drama,328,0.00002,5121,1/12/1977
3.57494,Comedy|Drama|Romance,387,0.34493,5122,6/16/1971
3.37179,Comedy|Foreign|Romance,117,0.25313,5123,1/1/1973
3.27807,Action|Comedy,383,1.46183,5125,7/11/1980
2.94444,Drama,756,2.66941,5127,2/22/2002
2.58867,Drama|Fantasy|Horror,1545,3.03457,5128,2/22/2002
3.36296,Comedy|Drama,135,0.46454,5131,2/22/2002
3.23385,Comedy|Drama,325,2.94084,5134,12/26/2001
3.83984,Comedy|Drama|Romance,2972,2.36819,5135,11/30/2001
2.29392,Horror,148,0.00693,5136,1/23/2001
3.86085,Documentary|Music,424,0.00529,5137,11/7/2001
3.39419,Comedy|Family,1342,1.2691,5139,4/7/1976
2.10744,Comedy|Family,242,0.0675,5140,6/30/1978
2.49574,Comedy|Family,235,0.14947,5141,7/8/1977
3.75321,Comedy|Drama|Foreign,156,0.58219,5142,12/15/1967
3.68301,Comedy|Drama|Foreign|Romance,153,0.04466,5145,12/12/1965
3.6504,Animation|Fantasy|Adventure,1496,1.72704,5146,8/25/2000
4.09977,Drama|Foreign,1724,2.06323,5147,12/26/1957
2.82263,Comedy|Romance,2709,4.96634,5151,3/1/2002
3.58286,Action|History|War,3494,18.6985,5152,3/1/2002
3.06417,Fantasy|Animation|ScienceFiction|Family,1122,2.56327,5159,4/10/1992
2.59063,Drama|Romance,160,0.68332,5161,1/21/1994
2.42424,Fantasy|Animation|ScienceFiction|Family,132,2.51726,5164,10/7/1994
3.27534,Horror,296,1.47345,5165,8/25/1979
3.49167,Comedy|Thriller|Mystery|Romance,120,0.0034,5167,4/4/1947
3.47414,Comedy|Music|Romance,232,0.03132,5168,3/23/1951
3.79435,Drama,248,0.88215,5169,12/28/1945
2.56103,Action|Adventure|Comedy,213,2.32308,5170,3/8/2002
2.82882,ScienceFiction|Adventure|Action,3692,7.73709,5171,3/4/2002
2.69271,Comedy|Drama|Romance,384,1.40599,5172,8/2/2002
3.86119,Drama,706,2.1951,5177,7/10/1942
3.25912,Drama|Action|Thriller|Crime,137,0.16794,5179,10/1/1980
2.72162,Action|Drama|History|Western,185,2.29793,5184,11/19/1980
3.74679,Action|Adventure|Comedy|Thriller,312,0.01302,5187,9/26/1980
2.91429,Action|Adventure|Drama,105,0.29609,5192,6/13/1980
2.89783,Drama|Music,230,0.00018,5193,12/17/1980
2.8141,Comedy|Drama,156,0.03918,5197,3/21/1980
